model,instance,algorithm,algorithm_full,initial_point_key,starting_point,objective_value,wall_time_s,cpu_time_s,termination_condition,solver_status
cstr,NT5,LDSDA,gdpopt.ldsda,,"(1, 1)",3.062014576539205,5.793804082088172,5.791362215764821,locallyOptimal,ok
