step,e1,e2
1,11,1
2,10,1
3,10,2
4,11,2
5,12,1
6,12,2
7,13,3
8,14,4
9,12,3
10,12,4
11,13,2
12,13,4
13,14,2
14,14,3
15,13,5
16,12,5
17,14,5
