model,instance,algorithm,algorithm_full,initial_point_key,starting_point,objective_value,wall_time_s,cpu_time_s,termination_condition,solver_status
column,NT17,LDSDA,gdpopt.ldsda,47,"(10, 1)",19346.124748130627,139.06697504036129,139.06525377277285,locallyOptimal,ok
column,NT17,LDSDA,gdpopt.ldsda,48,"(10, 7)",,6.929274201393127,6.92814901471138,unknown,ok
column,NT17,LDSDA,gdpopt.ldsda,49,"(9, 2)",19346.124748130627,143.90493998117745,143.90328181441873,locallyOptimal,ok
column,NT17,LDSDA,gdpopt.ldsda,50,"(9, 6)",,6.905181288719177,6.903697676956654,unknown,ok
column,NT17,LDSDA,gdpopt.ldsda,51,"(11, 8)",,6.878868011757731,6.877907651476562,unknown,ok
column,NT17,LDSDA,gdpopt.ldsda,52,"(15, 8)",19346.124748130627,158.90413596387953,158.9024887084961,locallyOptimal,ok
column,NT17,LDSDA,gdpopt.ldsda,53,"(9, 1)",19346.124748130627,117.82642066664994,117.82522539515048,locallyOptimal,ok
column,NT17,LDSDA,gdpopt.ldsda,54,"(9, 7)",,6.904092639684677,6.902955019846559,unknown,ok
column,NT17,LDSDA,gdpopt.ldsda,55,"(10, 8)",,6.934283976443112,6.933292367495596,unknown,ok
column,NT17,LDSDA,gdpopt.ldsda,56,"(13, 9)",,6.941614433191717,6.940640756860375,unknown,ok
column,NT17,LDSDA,gdpopt.ldsda,57,"(12, 9)",,6.902227397076786,6.90125082526356,unknown,ok
column,NT17,LDSDA,gdpopt.ldsda,58,"(14, 9)",19346.124748130627,163.20207005832344,163.2008641883731,locallyOptimal,ok
column,NT17,LDSDA,gdpopt.ldsda,59,"(11, 9)",,6.917057351209223,6.916005454957485,unknown,ok
column,NT17,LDSDA,gdpopt.ldsda,60,"(15, 9)",,154.6455426858738,154.64456585422158,unknown,ok
column,NT17,LDSDA,gdpopt.ldsda,61,"(9, 8)",,6.890391016378999,6.889294924214482,unknown,ok
column,NT17,LDSDA,gdpopt.ldsda,62,"(10, 9)",,6.847429824993014,6.846449427306652,unknown,ok
column,NT17,LDSDA,gdpopt.ldsda,63,"(9, 9)",,6.864993266761303,6.864020802080631,unknown,ok
