model,instance,algorithm,algorithm_full,initial_point_key,starting_point,objective_value,wall_time_s,cpu_time_s,termination_condition,solver_status
column,NT17,LDBD,gdpopt.ldbd,1,"(13, 4)",19346.12471282314,36.45792956650257,36.456153771840036,optimal,ok
column,NT17,LDBD,gdpopt.ldbd,2,"(13, 3)",19346.12471282314,25.691038420423865,25.689296540804207,optimal,ok
column,NT17,LDBD,gdpopt.ldbd,3,"(12, 4)",19346.12471282314,48.59443643130362,48.592790335416794,optimal,ok
column,NT17,LDBD,gdpopt.ldbd,4,"(14, 4)",19346.12471282314,38.47754155471921,38.475445507094264,optimal,ok
column,NT17,LDBD,gdpopt.ldbd,5,"(13, 5)",19346.12471282314,67.69144169799984,67.68967133294791,optimal,ok
column,NT17,LDBD,gdpopt.ldbd,6,"(12, 3)",19346.12471282314,51.28960549645126,51.28744760900736,optimal,ok
column,NT17,LDBD,gdpopt.ldbd,7,"(14, 3)",19346.12471282314,23.373296113684773,23.371416930109262,optimal,ok
column,NT17,LDBD,gdpopt.ldbd,8,"(12, 5)",19346.12471282314,49.46402610372752,49.46194772794843,optimal,ok
column,NT17,LDBD,gdpopt.ldbd,9,"(14, 5)",19346.12471282314,59.40552737843245,59.404001413844526,optimal,ok
column,NT17,LDBD,gdpopt.ldbd,10,"(13, 2)",19449.851511657434,25.086637132801116,25.08510541729629,optimal,ok
column,NT17,LDBD,gdpopt.ldbd,11,"(11, 4)",19346.12471282314,53.87625819258392,53.874494400806725,optimal,ok
column,NT17,LDBD,gdpopt.ldbd,12,"(15, 4)",19740.340832160357,17.637601802125573,17.63572991453111,optimal,ok
column,NT17,LDBD,gdpopt.ldbd,13,"(13, 6)",19346.12471282314,57.78836442343891,57.78650646004826,optimal,ok
column,NT17,LDBD,gdpopt.ldbd,14,"(12, 2)",19346.12471282314,66.86106304265559,66.85938468482345,optimal,ok
column,NT17,LDBD,gdpopt.ldbd,15,"(14, 2)",19346.12471282314,36.43628307431936,36.43420812673867,optimal,ok
column,NT17,LDBD,gdpopt.ldbd,16,"(11, 3)",19346.12471282314,66.29395153559744,66.29211533535272,optimal,ok
column,NT17,LDBD,gdpopt.ldbd,17,"(15, 3)",19346.12471282314,30.99485564418137,30.99317743629217,optimal,ok
