model,instance,algorithm,algorithm_full,initial_point_key,starting_point,objective_value,wall_time_s,cpu_time_s,termination_condition,solver_status
column,NT17,LDSDA,gdpopt.ldsda,1,"(13, 4)",19346.12480109944,23.440154504962265,23.4375366801396,locallyOptimal,ok
column,NT17,LDSDA,gdpopt.ldsda,2,"(13, 3)",19346.12480109944,32.717722257599235,32.71508972533047,locallyOptimal,ok
column,NT17,LDSDA,gdpopt.ldsda,3,"(12, 4)",19346.12480109944,28.17885410785675,28.176234951242805,locallyOptimal,ok
column,NT17,LDSDA,gdpopt.ldsda,4,"(14, 4)",19346.12480109944,30.47639747802168,30.4744688635692,locallyOptimal,ok
column,NT17,LDSDA,gdpopt.ldsda,5,"(13, 5)",19346.12480109944,28.256454565562308,28.25435433164239,locallyOptimal,ok
column,NT17,LDSDA,gdpopt.ldsda,6,"(12, 3)",19346.12480109944,35.60551178921014,35.60168753378093,locallyOptimal,ok
column,NT17,LDSDA,gdpopt.ldsda,7,"(14, 3)",19346.12480109944,38.081713548861444,38.07904610969126,locallyOptimal,ok
column,NT17,LDSDA,gdpopt.ldsda,8,"(12, 5)",19346.12480109944,31.083505496382713,31.08043770119548,locallyOptimal,ok
column,NT17,LDSDA,gdpopt.ldsda,9,"(14, 5)",19346.12480109944,35.51605541445315,35.51301771681756,locallyOptimal,ok
column,NT17,LDSDA,gdpopt.ldsda,10,"(13, 2)",19346.12480109944,47.537994601763785,47.53509113099426,locallyOptimal,ok
column,NT17,LDSDA,gdpopt.ldsda,11,"(11, 4)",19346.12480109944,41.60058166924864,41.59775809105486,locallyOptimal,ok
column,NT17,LDSDA,gdpopt.ldsda,12,"(15, 4)",19346.12480109944,30.93600135948509,30.933671637438238,locallyOptimal,ok
column,NT17,LDSDA,gdpopt.ldsda,13,"(13, 6)",19346.12480109944,32.564462437294424,32.56229311134666,locallyOptimal,ok
column,NT17,LDSDA,gdpopt.ldsda,14,"(12, 2)",19346.12480109944,43.57001008745283,43.56647891364992,locallyOptimal,ok
column,NT17,LDSDA,gdpopt.ldsda,15,"(14, 2)",19346.12480109944,45.760169826447964,45.75715192500502,locallyOptimal,ok
column,NT17,LDSDA,gdpopt.ldsda,16,"(11, 3)",19346.12480109944,41.64663052838296,41.64321527723223,locallyOptimal,ok
column,NT17,LDSDA,gdpopt.ldsda,17,"(15, 3)",19346.12480109944,37.17528340406716,37.17245470453054,locallyOptimal,ok
column,NT17,LDSDA,gdpopt.ldsda,18,"(11, 5)",19346.12480109944,40.23806897364557,40.235065169632435,locallyOptimal,ok
column,NT17,LDSDA,gdpopt.ldsda,19,"(15, 5)",19346.12480109944,42.78366884496063,42.78077523224056,locallyOptimal,ok
column,NT17,LDSDA,gdpopt.ldsda,20,"(12, 6)",19346.12480109944,38.28025090508163,38.27750450372696,locallyOptimal,ok
column,NT17,LDSDA,gdpopt.ldsda,21,"(14, 6)",19346.12480109944,43.76089359540492,43.75820208992809,locallyOptimal,ok
column,NT17,LDSDA,gdpopt.ldsda,22,"(11, 2)",19346.12480109944,40.20314506534487,40.2002307837829,locallyOptimal,ok
column,NT17,LDSDA,gdpopt.ldsda,23,"(15, 2)",19346.12480109944,37.897183392196894,37.89476779382676,locallyOptimal,ok
column,NT17,LDSDA,gdpopt.ldsda,24,"(11, 6)",19346.12480109944,29.151718409731984,29.148814817890525,locallyOptimal,ok
column,NT17,LDSDA,gdpopt.ldsda,25,"(15, 6)",19346.12480109944,34.664782943204045,34.66202211380005,locallyOptimal,ok
